Username,AVIATE_ONE_BLOCKS,ANIMALS_BRED,BELL_RING,BOAT_ONE_BLOCKS,CLEAN_ARMOR,CLEAN_BANNER,CLEAN_SHULKER_BOX,CLIMB_ONE_BLOCKS,CROUCH_ONE_BLOCKS,DAMAGE_ABSORBED,DAMAGE_BLOCKED_BY_SHIELD,DAMAGE_DEALT,DAMAGE_DEALT_ABSORBED,DAMAGE_DEALT_RESISTED,DAMAGE_RESISTED,DAMAGE_TAKEN,DEATHS,DROP,EAT_CAKE_SLICE,ENCHANT_ITEM,FALL_ONE_BLOCKS,FILL_CAULDRON,FISH_CAUGHT,FLY_ONE_BLOCKS,HAPPY_GHAST_ONE_BLOCKS,HORSE_ONE_BLOCKS,INSPECT_DISPENSER,INSPECT_DROPPER,INSPECT_HOPPER,INTERACT_WITH_ANVIL,INTERACT_WITH_BEACON,INTERACT_WITH_BLAST_FURNACE,INTERACT_WITH_BREWINGSTAND,INTERACT_WITH_CAMPFIRE,INTERACT_WITH_CARTOGRAPHY_TABLE,INTERACT_WITH_CRAFTING_TABLE,INTERACT_WITH_FURNACE,INTERACT_WITH_GRINDSTONE,INTERACT_WITH_LECTERN,INTERACT_WITH_LOOM,INTERACT_WITH_SMITHING_TABLE,INTERACT_WITH_SMOKER,INTERACT_WITH_STONECUTTER,JUMP,LEAVE_GAME,MINECART_ONE_BLOCKS,MOB_KILLS,NAUTILUS_ONE_BLOCKS,OPEN_BARREL,OPEN_CHEST,OPEN_ENDERCHEST,OPEN_SHULKER_BOX,PIG_ONE_BLOCKS,PLAY_NOTEBLOCK,PLAY_RECORD,PLAYER_KILLS,POT_FLOWER,RAID_TRIGGER,RAID_WIN,SLEEP_IN_BED,SNEAK_TIME,SPRINT_ONE_BLOCKS,STRIDER_ONE_BLOCKS,SWIM_ONE_BLOCKS,TALKED_TO_VILLAGER,TARGET_HIT,TIME_SINCE_DEATH,TIME_SINCE_REST,TOTAL_WORLD_TIME,TRADED_WITH_VILLAGER,TRIGGER_TRAPPED_CHEST,TUNE_NOTEBLOCK,USE_CAULDRON,WALK_ON_WATER_ONE_BLOCKS,WALK_ONE_BLOCKS,WALK_UNDER_WATER_ONE_BLOCKS
xxMartian,0,0,0,1409,0,0,0,1,17,0,0,1320,0,0,0,815,0,1,0,0,674,0,0,4584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677,6,0,14,0,1,5,0,3,0,0,0,0,0,0,0,3,632,2203,0,296,0,0,77555,9215,77555,0,0,0,0,78,497,61
CX_ApplePie,0,0,0,529,0,0,0,2,2,0,0,5343,0,0,0,932,1,6,0,0,83,0,0,189,0,9175,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,314,1,0,32,0,5,11,2,2,0,0,0,0,0,0,0,3,291,3823,0,11,0,0,43770,6379,75207,0,0,0,0,40,1817,0
tinman_spartacus,0,0,0,0,0,0,0,0,47,0,0,18,0,0,0,46,0,2,0,0,54,0,0,798,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,403,1,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,1469,820,0,0,0,0,68807,19687,68807,0,0,0,0,0,1089,0
Si1ver_L3viathan,0,0,0,0,0,0,0,15,1,0,720,658,0,0,0,392,0,0,0,0,83,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1,0,3,0,2,5,1,1,0,0,0,0,0,0,0,0,66,839,0,435,0,0,67863,39309,67863,0,0,0,0,40,274,3
lunarmarcy,0,0,0,1208,0,0,0,22,3,0,0,215,0,0,6,875,2,0,5,0,301,0,0,1826,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,877,1,0,2,0,24,6,3,2,0,0,0,0,0,0,0,1,582,1664,0,162,0,0,1748,1779,64884,0,0,0,0,96,1915,20
blubcat,0,0,0,681,0,0,0,5,38,0,0,161,0,0,8,491,1,1,0,0,271,0,0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,2,0,82,0,11,6,3,4,0,0,0,0,0,0,0,0,765,564,0,0,6,0,302,521,62437,0,0,0,0,4,2120,35
Greggory2998,0,0,0,0,0,0,0,31,10,0,0,3284,0,0,0,495,0,0,0,0,99,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,509,1,0,121,0,17,7,0,3,0,0,0,0,0,0,0,0,1706,2128,0,74,0,0,59918,21836,59918,0,0,0,0,24,1676,148
9seo,0,0,0,0,0,0,0,14,7,0,0,3194,0,0,0,370,0,1,0,0,352,0,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1272,1,0,21,0,5,2,2,4,0,0,0,0,0,0,0,3,379,2220,0,691,0,0,59365,12465,59365,0,0,0,0,149,904,14
iiska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,3,0,0,0,15,3,1,2,0,0,0,0,0,0,0,0,0,421,0,0,0,0,57737,13415,57737,0,0,0,0,0,458,0
plumpero,0,0,0,0,0,0,0,0,27,0,0,3132,0,0,4,411,0,1,0,0,208,0,0,1546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,813,1,0,19,0,11,10,3,5,0,0,0,0,0,0,0,2,1299,799,0,60,0,0,57369,14580,57369,0,0,0,0,11,3455,15
kristimas,0,0,0,986,0,0,0,16,0,0,0,0,0,0,6,609,0,0,0,0,91,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,265,1,0,0,0,5,4,1,2,0,0,0,0,0,0,0,1,197,1091,0,36,0,0,56545,9674,56545,0,0,0,0,24,1520,72
Speedsey,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,180,0,0,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,1,0,0,0,8,7,0,3,0,0,0,0,0,0,0,0,868,1987,0,144,0,0,55993,2103,55993,0,0,0,0,7,1254,1
eitanzaki,0,0,0,605,0,0,0,31,1,0,0,828,0,0,0,486,1,0,0,0,360,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,766,10,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,304,839,0,14,1,0,282,441,55807,0,0,0,0,18,704,0
JGS_06,0,0,0,3535,0,0,0,3,18,0,0,1881,0,0,0,290,0,6,0,0,308,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1286,1,0,20,0,2,6,0,1,0,0,0,0,0,0,0,3,741,1936,0,156,1,0,54506,957,54506,0,0,0,0,126,1403,88
seal_jelly,0,0,0,105,0,0,0,2,6,0,60,2860,0,0,0,360,0,9,0,0,136,0,0,1490,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,613,2,0,21,0,20,12,0,3,0,0,0,0,0,0,0,0,922,1618,0,552,0,0,54345,38471,54345,0,1,0,0,71,1822,29
Death_Sith,0,0,0,0,0,0,0,5,78,0,0,210,0,0,0,150,0,174,0,0,51,0,0,1007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,323,2,0,1,0,137,8,0,13,0,0,0,0,0,0,0,0,1446,4243,0,8,0,0,53449,1452,53449,0,0,0,0,3,1339,4
evilgurtyo,6171,0,25,1251,0,0,0,1,80,0,0,550,0,0,0,1492,3,5,0,0,311,0,0,3406,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1159,6,0,2,0,20,29,9,17,0,0,0,0,0,0,0,0,2717,1643,0,16,0,0,9208,8478,50398,0,1,0,0,30,764,22
DevayCo,0,0,0,126,0,0,0,1,5,0,0,0,0,0,0,40,0,0,0,0,39,0,0,654,0,119,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,289,5,0,0,0,23,7,1,2,0,0,0,0,0,0,0,0,312,1021,0,0,0,0,48559,25218,48559,0,0,0,0,2,1525,90
franxad,0,0,0,5161,0,0,0,0,3,0,0,3280,0,0,0,793,0,4,0,0,582,0,0,4473,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1657,3,0,20,0,5,14,1,2,0,0,0,0,0,0,0,0,233,2144,0,34,0,0,48171,12144,48171,0,0,0,0,22,415,5
licewara,0,0,0,0,0,0,0,16,7,0,0,890,0,0,0,169,0,2,0,0,222,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,628,2,0,9,0,3,1,0,3,0,0,0,0,0,0,0,0,515,1469,0,61,0,0,45860,39840,45860,0,0,0,0,4,389,1
lalechugabro,0,0,0,1786,0,0,0,1,6,0,0,4,0,0,0,242,0,4,0,0,161,0,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,570,2,1144,0,0,7,13,5,16,0,0,0,0,0,0,0,0,452,939,0,58,0,0,45066,11461,45066,0,0,0,0,87,958,0
kayejenchckn,0,0,0,0,0,0,0,4,0,0,0,0,0,0,62,427,1,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11444,11983,40365,0,0,0,0,113,385,163
K4dyP14yz,0,0,0,48,0,0,0,21,18,0,0,0,0,0,0,100,0,0,0,0,122,0,0,1307,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,520,7,0,0,0,9,9,1,7,0,0,0,0,0,0,0,1,735,642,0,0,0,0,39703,13766,39703,0,0,0,0,62,682,0
Outlaw3_3,0,0,0,0,0,0,0,0,0,0,0,431,0,0,4,277,0,0,0,0,260,0,0,3401,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1054,3,0,16,0,18,31,3,64,0,0,1,0,0,0,0,0,115,1304,0,0,0,0,37544,11612,37544,0,0,9,0,5,1163,41
kalebplays_,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,2,0,0,26,0,0,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,468,3,0,4,0,5,2,2,1,0,0,0,0,0,0,0,1,6,331,0,0,0,0,37049,15365,37049,0,0,0,0,0,1313,0
02cutie1,0,0,0,4984,0,0,0,12,5,0,0,0,0,0,0,190,0,0,0,0,104,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,6,0,0,0,3,7,0,4,0,0,0,0,0,0,0,0,305,813,0,30,0,0,36170,11288,36170,0,0,0,0,37,466,8
_Varus__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,124,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,326,0,8,0,0,35385,19536,35385,0,0,0,0,5,28,3
Xaru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,57,1101,0,0,0,0,32988,1688,32988,0,0,0,0,3,657,5
bbauti_,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,30,0,0,0,0,82,0,0,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,3,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,605,699,0,13,0,0,32760,136,32760,0,0,0,0,5,1352,0
Varsain,0,0,0,0,0,0,0,53,17,0,0,80,0,0,0,1294,2,41,0,0,200,0,0,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,1,0,1,0,3,4,4,1,0,0,0,0,0,0,0,0,1972,1488,0,275,0,0,42,433,32613,0,0,0,0,39,530,19
dylanosmell,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,20,0,1,0,0,128,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,423,2,0,0,0,5,6,0,4,0,0,0,0,0,0,0,0,1238,989,0,24,0,0,31197,31197,31197,0,0,0,0,27,893,15
CosmicCaptainAri,0,0,0,4143,0,0,0,0,1,0,0,0,0,0,3,41,0,0,0,0,38,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,248,1,0,0,0,4,4,1,3,0,0,0,0,0,0,0,0,76,479,0,0,0,0,30738,1313,30738,0,0,0,0,2,913,8
A1ien,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,60,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3,0,0,0,1,4,1,5,0,0,0,0,0,0,0,0,81,285,0,0,0,0,28184,28184,28184,0,0,0,0,2,1684,0
SottoVoice,0,0,0,1545,0,0,0,0,0,0,0,1392,0,0,0,1182,1,0,0,0,438,0,0,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,1,0,10,0,1,2,0,2,0,0,0,0,0,0,0,1,16,1053,0,143,0,0,0,47,27463,0,0,0,0,44,261,19
bimbobagginss,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,8,0,0,0,0,37,0,0,240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,123,1,0,0,0,8,4,0,5,0,0,0,0,0,0,0,0,117,139,0,0,0,0,25930,24926,25930,0,0,0,0,6,1356,0
HipFishing,0,0,0,0,0,0,0,23,1,0,0,0,0,0,5,37,0,0,0,0,53,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1,0,0,0,3,2,1,1,0,0,0,0,0,0,0,1,59,1237,0,39,0,0,24668,519,24668,0,0,0,0,19,1332,6
TescoNoodles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1,0,0,0,232,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,0,0,0,10,5,4,8,0,0,0,0,0,0,0,0,26,599,0,0,0,0,10782,3155,21924,0,0,0,0,5,1031,21
rearinghardcore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,157,1,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,5,551,0,0,0,0,21396,13966,21396,0,0,0,0,0,171,0
SpookyElirex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,41,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,11,1046,0,0,0,0,18261,15706,18261,0,0,0,0,0,773,0
Montylefty,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,87,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,436,1,0,0,0,6,9,0,1,0,0,0,0,0,0,0,0,87,953,0,13,0,0,16131,10673,16131,0,0,0,0,8,229,2
Jonipoka,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,110,0,0,0,0,90,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,27,427,0,211,0,0,14489,3515,14489,0,0,0,0,30,120,4
RattChan,0,0,0,158,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,32,0,0,610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,194,1,0,0,0,5,3,2,5,0,0,0,0,0,0,0,1,13,273,0,0,1,0,13014,9294,13014,0,1,0,0,1,318,7
akrobeauu,0,0,0,0,0,0,0,0,0,0,0,765,0,0,0,114,0,1,0,0,135,0,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,1,0,7,0,9,7,3,4,0,0,0,0,0,0,0,2,92,421,0,0,0,0,12615,1564,12615,0,0,0,0,0,308,0
MayaPickles,5156,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,0,0,0,0,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,11726,11726,11726,0,0,0,0,0,272,0
Ranchette,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,120,0,0,0,0,58,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,831,455,0,0,0,0,10102,9467,10102,0,0,0,0,34,489,12
bolli24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,44,0,0,619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,201,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,19,421,0,0,0,0,9467,9467,9467,0,0,0,0,8,229,0
MichaelMath,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,0,0,526,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,174,1,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,76,211,0,0,0,0,9306,9306,9306,0,0,0,0,0,157,0
amaya_ch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5992,2579,5992,0,0,0,0,0,0,0
sol_syntax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,3,1,2,0,0,0,0,0,0,0,1,0,43,0,0,0,0,4872,4034,4872,0,0,0,0,0,109,0
TheGuyWhoAsked31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,30,0,0,0,0,12,0,0,55,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,15,4,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,4012,4012,4012,0,0,0,0,0,116,0
AdamDSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,5,129,0,0,0,0,2444,2444,2444,0,0,0,0,0,54,0
Urk333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,1770,1770,0,0,0,0,0,0,0
BT78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1384,1384,1384,0,0,0,0,0,21,0
14vs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,757,757,0,0,0,0,0,0,0
XX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,754,754,0,0,0,0,0,0,0
FrostyMoney2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,626,626,0,0,0,0,0,0,0
GhostySneaks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,572,572,0,0,0,0,0,0,0
Deadbody25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,177,0,0,0,0,0,0,0
